price_bought,selling_price,delivery_time,buyers_offer,final_price,final_delivery_time
189.73,218.3,13.25,208.39,204.07,14.6
173.15,257.9,6.87,152.84,142.03,7.33
134.99,160.94,8.83,150.08,144.22,7.73
148.55,209.34,11.49,166.65,159.27,12.97
184.76,228.28,10.37,208.57,199.76,11.57
109.93,127.21,13.95,108.74,98.13,14.96
99.02,142.9,2.16,86.84,82.5,3.55
51.62,63.16,6.26,43.36,30.65,6.74
173.98,237.23,5.37,190.92,179.81,5.38
170.15,225.71,5.15,196.44,192.16,4.64
65.67,84.63,4.67,69.63,54.98,3.57
136.53,177.26,10.51,117.1,106.79,10.74
119.6,166.59,3.02,140.4,133.07,4.58
67.81,76.97,10.9,81.07,77.87,11.28
197.09,269.47,10.32,191.83,183.37,12.0
82.2,119.88,5.01,85.32,82.02,4.44
60.09,67.48,5.03,66.75,59.74,5.81
139.23,160.98,9.55,152.39,145.67,10.14
160.83,223.02,11.15,190.92,179.84,11.83
54.87,69.95,12.52,46.41,42.72,13.1
148.81,187.71,12.23,153.61,141.11,11.11
129.84,149.94,13.58,139.81,134.25,12.15
65.49,85.31,8.98,75.71,68.49,10.89
75.88,87.31,12.9,87.23,75.42,11.09
135.2,174.49,11.7,161.05,151.29,11.57
94.45,132.75,12.74,94.91,89.6,12.44
190.75,229.53,2.14,215.98,209.58,1.58
172.81,223.33,13.59,167.78,162.5,14.72
197.54,295.67,7.68,191.4,182.07,8.66
88.95,122.28,11.58,80.17,74.52,13.2
195.46,280.78,3.53,220.34,209.18,3.11
114.69,145.18,6.75,136.97,127.85,7.01
102.13,143.71,5.26,92.17,89.13,6.83
57.55,64.24,5.5,47.33,41.99,7.48
57.91,66.55,3.48,65.22,61.12,5.36
153.8,181.67,11.67,161.2,154.73,12.54
118.69,149.64,2.11,140.51,132.29,0.68
83.98,120.79,5.75,75.66,67.56,3.84
142.1,175.99,4.09,117.71,106.15,5.39
87.93,119.75,9.07,87.66,84.01,10.43
136.64,189.08,5.05,113.99,99.74,6.04
103.88,138.63,5.11,93.98,88.18,4.23
173.53,215.68,7.86,147.57,142.37,8.42
173.1,230.37,9.83,154.0,143.41,9.1
121.6,150.41,3.46,102.45,90.17,3.26
102.62,116.33,4.11,121.26,114.96,3.64
104.38,156.28,4.97,95.14,83.68,6.62
170.86,196.63,13.68,167.02,153.65,12.62
99.23,112.02,6.77,115.05,103.31,7.08
81.36,118.09,9.19,87.13,85.65,8.63
62.7,76.54,4.9,65.66,53.08,5.55
120.0,163.22,7.89,129.87,118.03,8.14
122.32,150.65,2.89,138.41,128.04,4.59
176.14,221.33,2.42,202.74,191.1,0.82
83.19,100.23,7.62,87.93,73.22,6.51
107.15,132.57,6.78,123.86,116.83,7.85
171.26,216.52,3.64,173.69,171.74,3.12
173.54,240.91,10.25,158.08,150.63,8.91
107.69,140.5,13.91,124.06,122.41,13.93
118.87,175.62,6.75,120.84,115.72,7.36
95.49,106.64,9.49,111.01,101.79,7.67
189.88,247.08,13.56,154.96,149.62,12.72
67.8,90.42,11.98,65.02,54.42,13.22
190.06,279.03,7.56,224.11,211.6,7.64
152.58,170.84,10.85,137.3,130.41,8.99
129.74,172.47,3.54,152.65,139.05,2.67
54.9,79.13,8.15,64.87,62.75,8.7
121.34,145.22,5.35,139.89,127.13,4.15
111.16,161.24,3.93,113.99,101.39,5.24
74.18,82.17,7.12,78.54,73.04,7.82
148.46,206.8,3.57,170.41,165.23,3.46
195.67,288.27,10.39,217.27,212.0,12.05
134.33,183.07,7.47,141.32,128.96,7.04
157.21,200.54,8.37,187.54,174.9,7.31
60.27,67.38,3.76,64.74,59.13,4.4
112.65,165.38,3.68,134.08,124.78,3.97
67.45,86.89,9.0,55.51,52.57,8.34
141.92,157.76,13.82,121.42,113.86,13.19
190.77,262.49,3.16,187.07,172.09,2.75
149.27,192.96,5.43,142.39,139.17,4.59
61.52,70.73,12.43,68.48,54.21,13.27
103.2,122.37,2.87,89.19,76.65,3.47
132.6,149.28,12.51,157.85,143.24,12.27
110.48,146.91,8.29,102.31,98.79,7.88
175.05,236.1,6.9,170.07,166.08,6.36
172.2,224.26,5.72,156.69,155.45,4.85
141.77,202.29,5.57,146.28,135.13,3.91
106.02,153.13,5.67,87.3,77.28,4.74
88.3,118.87,12.62,75.93,72.43,11.9
65.88,72.81,10.69,72.36,60.28,10.88
103.23,142.27,10.04,90.29,85.1,11.13
111.98,141.9,11.58,100.13,97.24,11.17
151.37,200.75,5.09,169.11,162.2,6.86
148.72,202.21,9.42,124.53,122.26,10.73
60.52,75.05,7.52,59.0,54.32,9.46
109.29,160.31,11.39,88.44,82.24,12.89
77.27,89.13,5.71,72.53,59.61,6.18
73.52,100.62,9.72,79.37,67.28,10.11
174.1,191.81,12.59,145.55,138.35,11.1
56.29,82.73,6.83,65.03,53.89,7.72
112.88,129.24,2.8,131.37,122.41,3.2
75.23,85.61,8.19,63.34,57.57,8.22
181.9,224.32,6.15,217.61,206.44,6.92
133.56,166.87,10.07,122.74,112.17,9.84
84.71,100.44,13.41,70.62,60.95,13.51
125.36,167.24,7.83,100.55,90.89,7.42
159.72,203.99,7.59,153.88,143.32,8.46
193.72,215.74,9.86,203.78,197.39,11.36
83.07,101.99,3.24,77.49,64.32,4.61
182.93,260.52,5.04,207.57,204.29,6.19
190.15,261.62,13.03,206.62,193.25,11.08
187.46,260.56,10.04,176.23,170.44,11.69
145.31,200.42,2.16,158.93,156.18,1.26
144.47,176.89,4.46,169.93,160.53,6.01
110.48,125.93,10.19,92.5,86.24,8.98
162.86,196.9,11.17,150.23,137.81,10.93
129.69,185.81,12.08,127.79,120.76,13.08
151.62,226.24,5.51,151.49,141.13,6.07
114.27,148.27,13.17,116.2,110.88,12.84
159.72,176.32,8.64,146.99,143.05,9.35
173.67,200.77,10.36,185.29,178.86,10.55
71.97,88.43,9.16,76.14,66.65,8.26
174.94,232.92,3.47,180.39,170.19,4.06
131.04,148.09,13.56,110.8,101.7,12.37
176.7,261.05,3.47,175.07,160.24,4.25
114.7,142.91,5.06,108.1,97.42,3.07
106.86,156.55,11.76,106.47,92.43,11.96
187.26,264.45,9.42,218.86,216.21,9.03
87.68,122.94,12.06,86.99,85.13,11.27
176.63,237.16,8.19,142.29,136.94,8.25
122.6,165.6,6.52,119.6,116.69,7.11
127.11,172.27,13.06,143.42,135.06,14.92
96.27,130.11,2.44,107.05,98.79,3.77
135.96,179.67,12.27,136.68,127.63,13.14
98.78,147.64,4.77,88.89,77.46,4.69
55.89,77.85,12.18,55.11,40.51,11.75
90.8,128.1,3.67,93.11,79.82,1.8
50.96,73.84,8.96,61.15,58.49,8.4
196.75,233.4,12.66,208.1,202.36,14.05
194.86,220.88,7.68,210.0,205.42,7.22
109.27,141.31,10.96,108.9,105.42,10.81
159.26,207.93,11.66,149.99,141.36,10.74
101.87,145.85,10.84,114.62,105.88,9.93
150.66,192.48,13.1,150.36,146.18,11.35
170.81,226.9,7.36,204.61,193.65,7.82
192.01,251.7,4.08,188.72,177.46,3.87
110.03,122.72,2.57,91.02,89.72,3.0
167.49,225.46,4.96,179.73,173.19,5.15
89.89,128.65,3.72,73.59,60.13,4.91
198.55,230.91,8.7,178.73,170.45,9.7
53.87,72.06,4.22,50.71,44.85,5.31
140.53,187.95,2.47,153.99,149.44,2.46
148.93,173.6,2.43,148.58,144.18,1.85
153.21,176.09,11.98,124.32,121.92,13.71
68.06,101.54,9.1,71.24,58.8,7.31
190.78,239.9,6.3,184.02,181.81,4.91
77.18,91.92,12.73,90.2,85.11,12.41
143.41,167.58,2.84,143.39,141.75,3.3
83.4,114.01,13.76,90.37,78.43,11.8
96.08,129.11,9.4,85.28,83.73,10.27
131.97,179.14,4.2,145.74,140.43,4.44
112.58,127.8,10.15,122.53,113.5,10.09
74.03,107.9,11.16,86.0,79.27,10.85
75.64,94.98,7.15,61.54,56.58,7.23
112.72,138.12,12.34,110.35,105.5,10.99
163.59,210.21,3.81,175.32,163.15,2.24
184.69,231.98,5.35,154.79,140.15,4.5
62.62,90.51,3.12,60.38,54.51,3.96
108.97,160.37,4.53,128.24,126.69,4.88
65.04,79.43,4.86,63.37,61.86,4.79
52.49,75.88,13.01,62.68,51.05,13.3
149.26,210.84,2.94,122.8,114.07,3.17
140.37,206.67,7.13,152.6,140.63,6.36
74.45,89.22,8.39,76.87,66.1,6.78
85.07,113.21,12.78,85.09,71.39,14.37
53.56,64.79,13.97,63.64,50.24,14.37
175.24,250.53,11.04,149.28,137.25,11.83
196.2,216.24,13.65,227.28,219.63,13.51
70.32,93.24,11.45,75.7,70.38,12.47
84.72,104.69,13.56,76.55,68.46,13.9
180.26,221.55,10.49,209.22,201.19,8.7
188.97,256.61,2.96,183.63,174.08,4.52
112.94,162.71,6.82,127.14,123.53,6.05
57.59,77.39,9.76,55.03,44.85,8.31
55.91,80.58,6.21,63.76,56.36,4.56
136.09,164.11,5.28,143.53,133.85,6.16
108.93,142.46,8.93,93.29,88.94,9.74
54.3,69.51,13.2,57.55,50.47,14.0
137.49,151.88,2.42,120.51,116.57,4.08
51.7,68.38,11.23,49.87,36.62,10.63
168.11,229.4,10.67,145.94,138.1,10.92
95.96,128.28,13.57,77.62,73.47,14.05
56.04,78.15,13.17,49.58,48.0,15.09
138.25,183.67,11.15,140.26,129.8,10.4
109.65,123.55,8.24,108.84,104.84,10.07
196.07,224.81,4.45,196.19,181.33,3.05
131.63,176.2,8.54,118.35,109.87,9.6
91.29,110.46,11.18,98.05,93.0,11.72
156.42,177.04,12.75,169.2,158.99,14.02
90.72,115.39,11.48,85.57,80.72,9.59
185.64,245.36,4.34,213.94,201.46,2.66
106.21,130.8,9.2,112.33,107.01,7.48
132.48,183.91,5.99,143.77,128.93,6.36
57.59,78.17,2.11,52.46,42.99,2.52
113.92,140.48,4.4,91.16,78.34,6.03
174.85,245.14,3.36,200.41,198.39,3.23
170.85,232.26,12.11,192.88,187.01,10.38
83.65,113.34,5.1,71.04,59.72,3.94
83.91,110.88,5.42,79.69,69.52,3.45
172.6,190.64,13.52,183.73,180.01,14.63
189.56,261.33,6.55,201.09,195.11,7.81
64.3,80.41,2.12,73.57,68.88,4.11
117.51,173.57,5.41,100.6,91.01,5.05
100.62,143.6,3.43,97.8,91.97,1.51
180.6,241.12,3.23,151.51,146.18,2.17
62.53,75.09,2.93,59.77,55.86,3.28
81.67,96.49,9.12,65.83,59.1,10.97
162.87,201.33,4.27,188.82,185.08,2.69
57.69,74.46,6.33,58.32,43.84,4.82
123.88,150.94,12.34,141.21,138.05,13.15
116.32,151.91,7.09,95.84,82.05,7.76
100.16,116.8,12.99,89.24,82.24,11.99
109.19,162.81,7.98,98.68,92.39,9.23
129.49,148.03,6.79,123.62,119.38,5.3
74.21,109.29,11.0,83.19,73.29,12.71
135.8,199.0,2.88,129.64,119.04,1.68
170.81,223.79,3.07,150.64,143.09,1.4
164.02,227.99,9.82,135.48,133.7,9.18
73.08,93.14,7.84,60.79,46.93,6.59
72.39,97.87,11.48,79.92,65.19,11.59
90.23,111.54,13.0,88.23,81.2,13.74
104.16,127.12,6.66,113.58,103.99,6.62
111.27,148.13,9.16,119.38,112.08,9.8
151.95,197.43,8.01,129.79,124.28,7.47
58.5,77.91,13.78,50.15,48.06,11.89
55.2,67.05,11.97,60.84,53.45,13.87
108.79,135.63,12.94,118.41,105.96,14.22
154.57,175.22,5.05,147.03,145.79,3.35
79.02,88.57,11.27,65.66,56.51,11.07
146.23,175.67,5.19,117.69,104.36,5.73
88.97,100.51,4.5,81.43,77.39,3.27
182.91,208.8,13.33,147.01,143.44,13.64
184.35,262.74,2.23,164.45,152.64,2.37
94.59,105.52,13.58,91.55,86.98,12.42
84.5,115.22,3.79,71.7,68.02,2.36
111.7,135.04,11.83,94.02,87.72,12.87
86.08,124.7,5.31,99.73,93.23,4.6
150.86,195.21,6.21,156.02,142.78,5.18
173.91,212.56,4.6,204.13,194.47,5.55
150.96,197.32,9.03,141.65,134.97,9.97
173.65,217.55,6.18,185.96,177.48,5.28
109.55,145.23,9.89,96.61,82.25,11.38
73.45,84.16,2.19,76.92,74.34,2.94
160.69,240.85,2.77,136.88,132.98,2.16
104.07,132.19,3.2,83.34,68.87,2.91
150.69,186.75,7.03,176.7,162.3,7.93
90.6,125.39,11.78,92.59,89.11,10.62
62.18,77.45,12.66,72.8,69.77,12.53
198.89,285.07,4.94,185.67,178.77,5.55
73.43,94.12,8.89,68.37,66.68,9.05
198.26,275.15,11.22,190.38,180.22,11.65
196.59,224.7,5.47,212.79,210.71,5.65
169.07,243.2,6.91,173.52,171.71,5.71
148.91,207.63,8.29,174.25,166.46,7.93
136.67,161.91,3.62,110.73,96.32,3.75
179.92,208.36,2.31,194.9,187.92,3.43
93.42,114.58,3.83,87.08,81.09,4.45
120.15,179.08,9.52,104.78,89.81,9.23
142.91,171.88,2.88,143.5,135.06,4.78
111.68,143.22,4.28,111.9,105.65,2.71
114.12,126.91,6.05,97.55,91.15,4.88
99.54,125.31,2.93,87.67,83.94,2.3
134.63,178.87,4.3,129.69,121.52,3.21
177.59,263.05,12.94,171.11,163.96,13.44
80.23,104.84,2.23,74.37,69.58,0.39
190.16,271.49,9.84,163.43,160.18,8.55
153.36,202.26,6.61,122.96,117.6,5.79
173.49,193.67,10.07,206.12,198.0,10.81
133.43,163.58,9.06,157.1,155.28,10.57
166.93,222.05,4.68,165.84,162.68,5.88
52.43,77.61,12.17,62.81,48.55,10.89
172.76,249.4,7.9,184.76,176.16,8.16
56.02,66.74,11.87,46.36,44.47,9.99
183.49,217.99,6.87,155.43,144.73,6.11
198.79,234.67,13.82,231.88,230.02,15.04
94.11,138.25,11.25,99.01,87.66,11.07
81.55,117.52,13.59,92.74,81.24,12.19
164.8,232.37,8.17,191.06,180.94,7.93
87.95,110.57,7.68,86.12,74.87,6.48
179.83,234.1,11.07,147.36,145.13,10.64
65.43,84.12,12.56,57.27,46.09,12.51
68.89,82.77,13.57,56.95,54.04,12.97
196.87,256.33,5.89,172.36,166.61,7.64
151.08,168.03,11.58,145.67,131.47,11.83
177.03,204.07,4.53,150.0,141.96,5.9
98.65,143.5,8.55,85.5,70.95,9.59
151.47,212.16,4.16,148.19,145.95,4.8
139.14,176.58,6.17,130.24,122.56,6.16
140.47,183.58,13.18,138.66,136.78,11.18
152.38,190.17,3.75,148.06,138.24,4.21
136.3,190.32,9.59,144.18,142.08,9.01
114.36,161.67,9.12,134.36,130.9,7.59
91.39,128.43,3.45,77.05,72.43,3.23
165.29,229.59,5.91,138.79,127.31,6.85
83.94,99.2,8.76,95.79,92.49,10.6
153.85,190.04,4.25,154.25,141.39,3.74
85.0,109.47,11.61,94.06,91.21,11.78
143.8,177.21,13.67,127.43,125.94,15.07
162.06,227.21,4.58,183.38,176.85,3.91
82.81,102.0,4.24,96.85,82.13,2.81
58.99,68.15,7.46,62.19,59.64,6.59
69.65,87.73,10.97,58.67,56.24,12.57
140.9,210.22,5.38,163.18,151.66,4.02
177.42,211.19,2.24,198.17,192.8,1.56
56.75,76.32,8.49,62.44,51.4,8.35
160.12,203.87,13.48,130.45,126.65,14.87
101.2,114.19,6.7,113.3,105.86,8.45
121.78,157.72,7.04,104.14,99.43,6.74
189.33,261.44,13.63,168.3,160.98,15.35
99.8,130.26,10.34,102.87,91.11,8.98
119.8,173.57,10.63,108.54,96.87,9.26
52.05,63.27,8.75,55.41,47.19,10.55
62.24,70.61,13.7,64.93,50.93,13.73
88.79,130.93,10.27,74.87,70.18,9.01
54.18,67.79,12.74,57.56,53.19,12.69
144.71,192.54,10.39,169.25,159.65,11.53
113.96,161.46,10.82,98.51,88.81,12.13
132.22,162.6,5.48,137.36,135.7,6.94
76.2,105.64,5.64,71.38,61.87,5.92
94.39,108.94,11.4,92.86,86.62,12.86
149.57,181.96,5.56,136.83,125.37,5.6
194.8,225.55,8.75,183.43,171.12,9.18
57.56,82.0,4.99,46.72,37.99,6.03
183.56,218.26,11.8,218.91,217.89,11.51
136.53,189.36,3.33,143.35,133.44,1.62
134.59,198.83,11.95,134.63,123.14,11.35
125.04,163.94,9.23,119.23,114.74,9.73
60.41,79.5,4.24,61.36,53.86,3.01
63.48,81.54,8.5,60.44,45.92,7.1
140.14,172.42,5.39,132.28,127.11,4.56
101.14,130.5,5.88,99.69,95.56,4.01
187.59,251.58,6.22,170.78,166.83,7.19
110.99,165.86,2.76,96.78,87.96,1.79
71.49,105.46,13.83,73.11,58.81,12.33
157.21,227.14,2.38,178.76,169.24,3.17
94.0,136.84,9.95,80.95,75.7,11.32
128.82,165.81,6.45,104.74,94.8,4.53
154.67,210.82,9.75,139.01,129.26,8.69
185.04,269.79,6.27,220.55,211.19,8.06
168.83,212.25,10.09,191.03,187.8,9.63
151.45,224.86,10.75,157.26,147.38,12.51
151.94,192.41,10.29,178.03,171.01,9.38
191.89,257.21,3.37,187.69,186.43,2.24
94.37,130.61,9.88,112.62,104.06,8.74
50.17,74.26,5.36,46.08,31.23,3.7
90.79,108.76,2.35,81.36,75.47,3.93
82.68,115.63,6.98,87.25,72.73,8.9
149.28,195.3,7.2,142.0,139.65,9.02
145.06,175.14,7.61,152.39,141.13,9.01
139.02,196.11,10.46,128.18,125.57,11.85
52.44,69.26,5.71,54.91,50.08,6.35
159.32,217.37,5.78,145.03,136.03,7.09
98.53,121.11,2.73,80.83,71.53,1.56
149.76,193.56,10.24,174.45,162.59,9.79
133.49,179.8,8.81,153.95,144.33,9.38
101.41,127.98,6.19,120.51,111.2,7.69
70.19,82.77,10.46,76.27,62.49,11.1
64.16,95.26,8.45,68.85,61.52,9.8
174.73,227.95,7.63,178.85,174.7,7.53
187.76,261.66,8.14,159.67,156.4,9.01
147.47,186.46,9.64,129.14,122.54,11.56
65.52,81.37,9.92,60.0,49.02,8.53
110.3,139.3,5.47,127.52,125.92,7.18
159.34,201.36,3.69,138.5,135.69,3.78
166.97,220.02,3.88,195.22,192.73,4.45
67.73,89.23,9.67,68.35,59.16,11.18
50.0,64.95,12.47,54.32,49.92,12.11
156.82,180.96,6.91,132.37,129.04,6.59
103.49,134.37,4.03,93.93,84.63,4.14
88.17,102.95,11.08,104.34,92.69,9.16
51.93,59.75,11.99,47.08,41.43,11.98
131.04,193.04,12.57,120.38,111.28,11.73
177.67,238.43,9.28,156.18,153.81,10.99
193.64,264.09,12.33,164.91,150.82,10.68
134.86,170.02,2.18,120.47,114.76,2.02
127.17,186.12,3.29,134.41,119.44,5.08
62.76,85.05,3.11,61.64,46.94,4.72
132.33,186.28,10.55,135.18,123.27,11.36
107.0,133.47,2.83,90.83,89.55,3.19
141.07,209.35,7.96,158.12,149.51,7.08
108.31,154.69,7.67,120.62,118.4,7.14
86.04,124.04,5.73,69.58,56.05,4.09
64.24,75.09,12.44,61.25,49.2,13.59
97.24,117.5,4.05,80.47,65.85,3.34
64.5,78.32,6.23,72.03,62.52,6.9
76.53,92.48,11.29,83.8,75.49,10.72
198.1,285.69,2.37,229.95,221.69,2.22
116.62,129.76,10.08,104.32,97.91,10.3
129.78,146.71,11.8,127.51,119.95,13.0
181.04,218.98,13.19,158.19,148.3,12.03
199.34,235.21,12.52,189.07,175.01,12.11
137.41,163.89,5.83,138.63,129.29,4.35
171.87,243.92,9.04,141.16,128.16,7.34
99.04,131.25,2.93,107.55,94.47,3.35
95.86,105.67,5.09,97.52,89.26,3.85
110.41,140.41,3.13,124.93,119.07,1.37
150.88,190.58,5.78,137.1,127.15,7.37
152.33,174.5,12.5,176.9,169.66,12.64
97.29,133.33,6.17,116.69,114.55,4.7
69.98,96.63,8.74,81.72,75.43,6.96
144.86,201.12,7.2,160.96,146.04,5.68
69.25,96.35,7.51,77.9,76.22,7.39
136.77,150.45,13.63,140.81,130.06,14.31
154.01,228.18,5.55,134.93,122.15,6.12
155.09,221.11,9.53,166.07,155.99,8.11
163.02,238.27,7.04,176.89,167.92,7.57
180.93,200.15,2.73,216.06,205.15,2.35
124.99,184.18,7.87,127.06,120.05,7.73
159.54,227.17,11.76,144.95,142.67,12.97
142.88,205.01,3.19,153.37,138.9,2.52
78.0,88.71,2.84,92.95,85.9,1.42
53.85,75.15,3.84,46.9,36.58,5.34
92.68,137.54,11.17,86.23,77.79,10.02
116.46,159.71,10.69,118.41,116.64,9.86
142.57,189.36,8.78,123.76,109.42,9.61
177.49,262.38,7.62,143.57,131.48,8.35
79.44,101.45,12.66,74.26,71.17,13.86
68.83,92.22,11.2,78.89,64.15,9.94
194.52,251.04,11.74,159.0,147.68,11.15
66.21,97.53,11.76,64.32,56.71,10.26
121.77,137.66,9.71,134.55,124.99,9.88
137.83,179.25,7.5,162.82,160.33,6.67
131.21,180.38,12.38,156.69,147.84,13.13
62.9,89.12,13.11,60.94,58.91,11.11
58.55,78.06,2.29,69.1,60.47,0.52
65.82,96.34,2.62,53.59,44.85,2.35
137.84,203.56,13.5,151.4,138.15,15.34
131.65,148.2,5.33,139.17,128.02,6.89
85.06,107.26,12.48,76.54,72.05,14.46
145.67,161.6,6.67,146.09,132.65,6.33
173.01,213.11,3.43,147.37,138.35,1.62
56.24,73.94,2.97,64.6,55.11,2.19
124.72,182.63,3.88,117.63,114.26,4.58
153.4,220.68,5.0,161.13,148.12,3.54
87.85,101.11,7.86,75.86,61.82,7.06
96.17,109.36,10.42,84.86,73.01,8.64
142.05,189.73,13.84,170.0,155.83,13.74
184.69,242.47,7.3,203.39,198.16,6.13
171.49,206.91,8.22,203.18,190.12,6.58
137.47,200.68,8.26,126.24,118.4,7.91
159.53,234.66,8.47,138.13,134.83,7.88
104.72,132.06,8.21,104.85,94.49,8.36
146.14,212.8,2.11,145.83,135.26,3.1
119.93,150.34,2.02,104.33,99.32,0.47
78.49,109.47,3.17,85.81,84.43,4.34
155.26,200.34,3.22,146.68,142.88,1.32
133.47,153.36,10.46,116.73,110.13,10.23
103.79,152.7,4.46,96.82,93.47,4.81
186.7,239.28,12.74,191.45,187.74,14.56
53.14,74.07,13.14,57.95,51.47,13.44
97.37,121.4,13.71,96.66,82.2,12.35
58.53,64.83,13.27,59.13,47.43,13.34
164.98,188.11,5.26,141.15,135.68,4.85
155.32,201.68,8.12,181.08,166.76,8.03
99.7,137.19,4.11,116.8,106.76,2.89
151.35,186.75,11.67,162.45,155.08,11.68
109.39,150.76,12.66,88.28,80.73,11.26
163.44,225.46,12.22,165.86,159.11,13.19
118.13,163.2,7.2,124.23,119.97,7.58
111.84,145.06,11.1,133.97,127.56,9.42
190.21,278.84,3.17,227.95,219.56,4.73
87.63,113.54,2.48,100.17,91.77,2.95
68.07,87.13,11.04,56.19,44.53,10.3
137.68,162.43,7.1,162.64,156.62,5.29
195.4,238.98,13.95,204.2,193.17,14.48
106.68,119.15,3.17,119.51,110.42,2.66
59.31,80.26,12.27,57.1,42.64,13.9
100.9,121.02,7.76,93.62,87.22,5.9
125.89,153.79,11.93,124.04,110.42,10.08
74.29,104.62,11.81,63.8,51.31,13.6
148.72,183.05,12.99,140.21,130.29,14.85
199.66,238.97,5.57,228.22,218.06,3.69
117.76,137.5,13.4,96.0,93.81,14.26
103.21,145.52,3.82,88.8,74.49,2.71
110.11,126.83,2.98,93.59,91.1,3.79
67.27,86.21,7.18,64.66,55.78,8.65
182.49,237.74,11.94,218.77,213.15,10.34
112.22,154.3,7.68,97.56,90.54,6.64
108.09,146.28,11.95,92.76,83.22,10.05
148.95,212.15,10.76,173.68,159.96,8.93
116.31,130.02,4.51,134.08,126.67,2.63
147.24,179.42,13.39,119.69,104.86,14.59
59.22,71.77,2.73,65.18,55.88,1.92
172.06,199.31,12.78,182.76,179.51,12.75
191.08,232.29,5.65,211.54,207.88,6.8
147.31,180.3,8.0,146.99,135.97,7.98
193.18,252.83,7.07,231.16,229.45,6.79
72.71,99.29,4.06,59.45,51.72,2.11
121.61,152.31,6.3,108.69,105.62,6.57
140.27,194.67,4.32,134.47,127.4,2.81
137.26,169.44,4.45,134.5,123.0,5.51
110.22,134.04,4.24,128.8,121.37,3.28
100.71,132.59,7.87,103.13,99.84,8.56
69.02,76.58,11.58,56.46,51.94,12.16
108.76,123.11,8.83,104.75,98.61,9.29
74.4,94.28,12.72,71.91,69.94,11.79
160.15,236.58,9.64,189.98,180.79,8.71
81.32,112.93,10.27,84.55,75.05,11.72
58.78,66.74,10.01,61.97,60.1,8.06
132.85,191.12,7.39,144.19,137.56,6.12
139.28,194.01,10.27,154.33,147.53,10.71
180.79,243.05,2.84,190.55,184.88,4.1
136.55,195.01,12.32,122.19,113.38,11.75
101.82,128.46,11.33,117.06,111.21,11.95
170.45,202.6,4.94,186.28,179.45,5.17
131.04,170.98,11.22,143.72,131.55,9.47
61.89,81.67,2.15,74.19,70.92,2.64
134.88,177.41,4.61,151.2,141.53,5.86
186.2,246.91,2.78,210.72,202.64,4.75
109.45,161.92,11.36,129.21,123.94,9.48
94.45,137.98,11.07,81.27,70.08,11.71
71.52,103.73,11.76,71.46,62.74,11.42
72.72,103.3,2.05,75.06,67.38,0.09
114.92,169.77,8.01,107.07,96.72,8.47
139.35,158.78,10.46,158.27,146.04,8.95
62.09,74.89,3.86,68.61,53.99,3.38
190.94,247.84,9.8,207.81,197.99,8.84
163.27,234.88,3.01,195.74,182.5,2.45
137.99,179.68,4.18,124.71,123.7,4.15
174.27,243.84,7.71,190.68,182.26,7.15
62.03,71.68,9.84,63.3,59.3,10.05
121.53,145.95,3.75,112.44,110.12,2.71
144.51,201.27,4.22,124.89,116.45,4.76
174.3,203.21,4.45,201.9,190.44,5.87
167.52,207.82,4.86,173.92,167.14,3.76
91.56,110.42,4.72,103.46,93.08,4.75
191.13,236.99,6.74,194.6,186.74,7.34
68.65,94.97,9.85,60.96,53.84,10.1
181.27,226.07,7.26,169.49,164.43,6.72
195.64,258.66,11.31,186.37,180.01,11.88
76.57,87.29,10.63,91.06,85.16,8.74
158.31,225.12,3.52,127.0,116.96,3.0
56.04,69.94,2.59,66.93,64.31,2.72
110.81,150.64,12.54,132.11,129.81,10.62
127.44,177.16,2.96,152.73,142.49,2.99
137.1,162.3,3.78,135.81,127.16,4.4
190.39,276.8,2.27,225.71,218.69,3.3
150.84,203.1,9.54,144.54,141.4,7.99
122.19,155.37,8.99,99.04,92.28,10.95
171.45,201.1,13.84,152.55,140.49,14.27
192.58,284.43,12.64,226.88,213.43,12.1
53.31,74.74,6.93,42.94,32.11,5.93
197.38,233.54,6.46,201.01,199.17,6.75
62.92,77.71,5.56,52.24,41.85,7.09
172.16,245.13,3.83,157.45,153.07,3.91
92.05,126.87,3.66,76.88,71.47,4.3
69.83,98.2,3.59,79.87,76.13,3.02
115.98,148.04,3.37,120.2,108.34,2.92
146.59,203.27,4.89,170.17,160.09,4.03
107.14,134.42,5.68,115.22,105.65,6.5
58.18,68.92,13.54,69.15,58.8,12.98
139.92,189.32,8.94,140.47,136.16,7.7
185.36,276.26,13.85,195.65,188.42,13.33
107.48,131.58,6.47,110.76,100.9,7.88
82.45,105.9,7.49,81.93,72.02,8.44
116.39,159.4,5.89,132.49,120.41,5.23
57.25,75.38,4.19,60.56,55.54,5.82
173.07,248.77,3.72,193.93,182.15,2.02
173.95,244.35,13.34,193.88,186.71,11.54
138.2,155.24,13.84,121.12,110.74,12.35
102.97,154.38,2.54,109.15,101.77,1.0
169.97,238.12,3.8,149.55,135.27,2.16
133.2,192.55,7.08,137.64,134.13,7.73
173.89,236.57,4.24,186.23,175.78,4.64
144.72,208.76,6.37,173.5,164.43,6.96
167.66,191.96,3.55,136.18,132.76,4.3
139.78,173.21,7.48,116.93,115.01,8.51
112.12,162.64,5.26,93.15,80.96,4.09
193.69,228.68,6.22,185.82,182.61,6.71
131.17,148.39,3.13,148.04,144.43,3.45
140.76,199.22,7.14,160.14,145.44,8.91
